Type,TPM,Gene
DIPG-VI,342.77,GRIA4
DIPG-VI,22.55,GRIA4
DIPG-VI,86.87,GRIA4
DIPG-VI,22.1,GRIA4
DIPG-VI,129.48,GRIA4
DIPG-VI,298.04,GRIA4
DIPG-VI,169.78,GRIA4
DIPG-VI,0,GRIA4
DIPG-VI,64.15,GRIA4
DIPG-VI,85.83,GRIA4
DIPG-VI,83.99,GRIA4
DIPG-VI,82.56,GRIA4
DIPG-VI,109.52,GRIA4
DIPG-VI,206.06,GRIA4
DIPG-VI,30.17,GRIA4
DIPG-VI,63.48,GRIA4
DIPG-VI,95.86,GRIA4
DIPG-VI,26.06,GRIA4
DIPG-VI,5.96,GRIA4
DIPG-VI,51.97,GRIA4
DIPG-VI,85.24,GRIA4
DIPG-VI,117.29,GRIA4
DIPG-VI,58.14,GRIA4
DIPG-VI,309.6,GRIA4
DIPG-VI,132.05,GRIA4
DIPG-VI,217.02,GRIA4
DIPG-VI,7.82,GRIA4
DIPG-VI,112.33,GRIA4
DIPG-VI,265.39,GRIA4
DIPG-VI,36.91,GRIA4
DIPG-VI,42.88,GRIA4
DIPG-VI,105.62,GRIA4
DIPG-VI,0,GRIA4
DIPG-VI,59.58,GRIA4
DIPG-VI,12.42,GRIA4
DIPG-VI,25.76,GRIA4
DIPG-VI,70.03,GRIA4
DIPG-VI,39.3,GRIA4
DIPG-VI,97.21,GRIA4
DIPG-VI,254.4,GRIA4
DIPG-VI,56.89,GRIA4
DIPG-VI,205.57,GRIA4
DIPG-VI,168.31,GRIA4
DIPG-VI,154.51,GRIA4
DIPG-VI,1.91,GRIA4
DIPG-VI,239.11,GRIA4
DIPG-VI,147.11,GRIA4
DIPG-VI,77.13,GRIA4
DIPG-VI,112.53,GRIA4
DIPG-VI,167.37,GRIA4
DIPG-VI,321.4,GRIA4
DIPG-VI,61.46,GRIA4
DIPG-VI,0,GRIA4
DIPG-VI,56.29,GRIA4
DIPG-VI,25.68,GRIA4
DIPG-VI,177.13,GRIA4
DIPG-VI,78.79,GRIA4
DIPG-VI,71.46,GRIA4
DIPG-VI,244.67,GRIA4
DIPG-VI,23.51,GRIA4
DIPG-VI,66.38,GRIA4
DIPG-VI,228.13,GRIA4
DIPG-VI,170.51,GRIA4
DIPG-VI,278.16,GRIA4
DIPG-VI,32.57,GRIA4
DIPG-VI,105.18,GRIA4
DIPG-VI,109.32,GRIA4
DIPG-VI,139.13,GRIA4
DIPG-VI,38.08,GRIA4
DIPG-VI,122.46,GRIA4
DIPG-VI,115.09,GRIA4
DIPG-VI,157.71,GRIA4
DIPG-VI,72.88,GRIA4
DIPG-VI,126.36,GRIA4
DIPG-VI,117.75,GRIA4
DIPG-VI,1.79,GRIA4
DIPG-VI,103.95,GRIA4
DIPG-VI,114.33,GRIA4
DIPG-VI,54.75,GRIA4
DIPG-VI,102.5,GRIA4
DIPG-VI,58.09,GRIA4
DIPG-VI,76.29,GRIA4
DIPG-VI,115.4,GRIA4
DIPG-VI,206.95,GRIA4
DIPG-VI,113.12,GRIA4
DIPG-VI,0.44,GRIA4
DIPG-VI,72.88,GRIA4
DIPG-VI,34.92,GRIA4
DIPG-VI,44.63,GRIA4
DIPG-VI,222.81,GRIA4
DIPG-VI,95.61,GRIA4
DIPG-VI,15.2,GRIA4
DIPG-VI,48.73,GRIA4
DIPG-VI,144.95,GRIA4
DIPG-VI,109.91,GRIA4
DIPG-VI,80.86,GRIA4
DIPG-VI,292.26,GRIA4
DIPG-VI,381.23,GRIA4
DIPG-VI,53.71,GRIA4
DIPG-VI,28.61,GRIA4
DIPG-VI,31.09,GRIA4
DIPG-VI,29.05,GRIA4
DIPG-VI,127.27,GRIA4
DIPG-VI,23.6,GRIA4
DIPG-VI,132.03,GRIA4
DIPG-VI,74.96,GRIA4
DIPG-VI,0.84,GRIA4
DIPG-VI,61.79,GRIA4
DIPG-VI,115.79,GRIA4
DIPG-VI,25.56,GRIA4
DIPG-VI,84.03,GRIA4
DIPG-VI,51.15,GRIA4
DIPG-VI,36.86,GRIA4
DIPG-VI,182.84,GRIA4
DIPG-VI,2.41,GRIA4
DIPG-VI,41.03,GRIA4
DIPG-VI,39.38,GRIA4
DIPG-VI,49.6,GRIA4
DIPG-VI,9.96,GRIA4
DIPG-VI,108.24,GRIA4
DIPG-VI,30.05,GRIA4
DIPG-VI,182.39,GRIA4
DIPG-VI,30.68,GRIA4
DIPG-VI,64.38,GRIA4
DIPG-VI,60.06,GRIA4
DIPG-VI,152.42,GRIA4
DIPG-VI,256.62,GRIA4
DIPG-VI,56.69,GRIA4
DIPG-VI,101.63,GRIA4
DIPG-VI,110.54,GRIA4
DIPG-VI,111.08,GRIA4
DIPG-VI,286.52,GRIA4
DIPG-VI,63.89,GRIA4
DIPG-VI,0,GRIA4
DIPG-VI,0,GRIA4
DIPG-VI,142.29,GRIA4
DIPG-VI,0,GRIA4
DIPG-VI,159.11,GRIA4
DIPG-VI,34.44,GRIA4
DIPG-VI,0,GRIA4
DIPG-VI,17.93,GRIA4
DIPG-VI,59.43,GRIA4
DIPG-VI,0,GRIA4
DIPG-VI,54.3,GRIA4
DIPG-VI,158.15,GRIA4
DIPG-VI,72.42,GRIA4
DIPG-VI,106.15,GRIA4
DIPG-XIII,75.8,GRIA4
DIPG-XIII,43.99,GRIA4
DIPG-XIII,0,GRIA4
DIPG-XIII,125.21,GRIA4
DIPG-XIII,86.69,GRIA4
DIPG-XIII,182.51,GRIA4
DIPG-XIII,90.39,GRIA4
DIPG-XIII,87.65,GRIA4
DIPG-XIII,25.14,GRIA4
DIPG-XIII,0,GRIA4
DIPG-XIII,60.64,GRIA4
DIPG-XIII,29.19,GRIA4
DIPG-XIII,175.37,GRIA4
DIPG-XIII,505.85,GRIA4
DIPG-XIII,93.39,GRIA4
DIPG-XIII,136.94,GRIA4
DIPG-XIII,22.28,GRIA4
DIPG-XIII,70.36,GRIA4
DIPG-XIII,134.66,GRIA4
DIPG-XIII,54.34,GRIA4
DIPG-XIII,131.82,GRIA4
DIPG-XIII,52.09,GRIA4
DIPG-XIII,235.56,GRIA4
DIPG-XIII,201.54,GRIA4
DIPG-XIII,0,GRIA4
DIPG-XIII,237.55,GRIA4
DIPG-XIII,100.19,GRIA4
DIPG-XIII,0,GRIA4
DIPG-XIII,15.48,GRIA4
DIPG-XIII,6.1,GRIA4
DIPG-XIII,0,GRIA4
DIPG-XIII,96.35,GRIA4
DIPG-XIII,0,GRIA4
DIPG-XIII,48.73,GRIA4
DIPG-XIII,28.35,GRIA4
DIPG-XIII,10.65,GRIA4
DIPG-XIII,61.01,GRIA4
DIPG-XIII,159.04,GRIA4
DIPG-XIII,86.53,GRIA4
DIPG-XIII,119.85,GRIA4
DIPG-XIII,1504.36,GRIA4
DIPG-XIII,52.04,GRIA4
DIPG-XIII,124.6,GRIA4
DIPG-XIII,47.27,GRIA4
DIPG-XIII,1149.78,GRIA4
DIPG-XIII,207.42,GRIA4
DIPG-XIII,30.19,GRIA4
DIPG-XIII,0,GRIA4
DIPG-XIII,86.04,GRIA4
DIPG-XIII,132.16,GRIA4
DIPG-XIII,106.53,GRIA4
DIPG-XIII,46.51,GRIA4
DIPG-XIII,51.45,GRIA4
DIPG-XIII,0,GRIA4
DIPG-XIII,92.1,GRIA4
DIPG-XIII,99.58,GRIA4
DIPG-XIII,245.03,GRIA4
DIPG-XIII,149.04,GRIA4
DIPG-XIII,12.1,GRIA4
DIPG-XIII,87.04,GRIA4
DIPG-XIII,97.11,GRIA4
DIPG-XIII,71.29,GRIA4
DIPG-XIII,52.7,GRIA4
DIPG-XIII,122.55,GRIA4
DIPG-XIII,221.75,GRIA4
DIPG-XIII,150.13,GRIA4
DIPG-XIII,133.79,GRIA4
DIPG-XIII,155.44,GRIA4
DIPG-XIII,89.81,GRIA4
DIPG-XIII,128.05,GRIA4
DIPG-XIII,74.66,GRIA4
DIPG-XIII,201.21,GRIA4
DIPG-XIII,49.87,GRIA4
DIPG-XIII,59.06,GRIA4
DIPG-XIII,174.04,GRIA4
DIPG-XIII,85.65,GRIA4
DIPG-XIII,0,GRIA4
DIPG-XIII,58.72,GRIA4
DIPG-XIII,70.33,GRIA4
DIPG-XIII,216.15,GRIA4
DIPG-XIII,107.79,GRIA4
DIPG-XIII,134.08,GRIA4
DIPG-XIII,198.02,GRIA4
DIPG-XIII,183.57,GRIA4
DIPG-XIII,56.44,GRIA4
DIPG-XIII,106.8,GRIA4
DIPG-XIII,5.92,GRIA4
DIPG-XIII,98.04,GRIA4
DIPG-XIII,0,GRIA4
DIPG-XIII,98.13,GRIA4
DIPG-XIII,76.64,GRIA4
DIPG-XIII,86.11,GRIA4
DIPG-XIII,109.49,GRIA4
DIPG-XIII,9.3,GRIA4
DIPG-XIII,101.77,GRIA4
DIPG-XIII,62.12,GRIA4
DIPG-XIII,44.17,GRIA4
DIPG-XIII,162.08,GRIA4
DIPG-XIII,84.1,GRIA4
DIPG-XIII,48.45,GRIA4
DIPG-XIII,208.46,GRIA4
DIPG-XIII,84.25,GRIA4
DIPG-XIII,4.72,GRIA4
DIPG-XIII,84.4,GRIA4
DIPG-XIII,71.51,GRIA4
DIPG-XIII,3.52,GRIA4
DIPG-XIII,93.52,GRIA4
DIPG-XIII,58.88,GRIA4
DIPG-XIII,0,GRIA4
DIPG-XIII,15.77,GRIA4
DIPG-XIII,174,GRIA4
DIPG-XIII,70.83,GRIA4
DIPG-XIII,292.79,GRIA4
DIPG-XIII,281.09,GRIA4
DIPG-XIII,89.85,GRIA4
DIPG-XIII,176.23,GRIA4
DIPG-XIII,0,GRIA4
DIPG-XIII,204.44,GRIA4
DIPG-XIII,122.83,GRIA4
DIPG-XIII,136.83,GRIA4
DIPG-XIII,38.17,GRIA4
DIPG-XIII,88.53,GRIA4
DIPG-XIII,21.19,GRIA4
DIPG-XIII,75.65,GRIA4
DIPG-XIII,44.92,GRIA4
DIPG-XIII,76.04,GRIA4
DIPG-XIII,52.4,GRIA4
DIPG-XIII,41.56,GRIA4
DIPG-XIII,45.36,GRIA4
DIPG-XIII,35.49,GRIA4
DIPG-XIII,87.61,GRIA4
DIPG-XIII,32.91,GRIA4
DIPG-XIII,45.16,GRIA4
DIPG-XIII,140.48,GRIA4
DIPG-XIII,35.93,GRIA4
DIPG-XIII,104.54,GRIA4
DIPG-XIII,145.08,GRIA4
DIPG-XIII,13.32,GRIA4
DIPG-XIII,72.91,GRIA4
DIPG-XIII,14.43,GRIA4
DIPG-XIII,123.9,GRIA4
DIPG-XIII,0,GRIA4
DIPG-XIII,67.2,GRIA4
DIPG-XIII,0,GRIA4
DIPG-XIII,55.91,GRIA4
DIPG-XIII,26,GRIA4
DIPG-XIII,100.37,GRIA4
DIPG-XIII,87.97,GRIA4
DIPG-XIII,99.47,GRIA4
DIPG-XIII,129.2,GRIA4
DIPG-XIII,29.58,GRIA4
DIPG-XIII,82.43,GRIA4
DIPG-XIII,81.23,GRIA4
DIPG-XIII,124.81,GRIA4
DIPG-XIII,217,GRIA4
DIPG-XIII,14.77,GRIA4
DIPG-XIII,0,GRIA4
DIPG-XIII,4.54,GRIA4
DIPG-XIII,69.12,GRIA4
DIPG-XIII,215.65,GRIA4
DIPG-XIII,67.65,GRIA4
DIPG-XIII,76.24,GRIA4
DIPG-XIII,72.16,GRIA4
DIPG-XIII,102.76,GRIA4
DIPG-XIII,54.64,GRIA4
DIPG-XIII,125.87,GRIA4
DIPG-XIII,0,GRIA4
DIPG-XIII,56.33,GRIA4
DIPG-XIII,0.93,GRIA4
DIPG-XIII,235.69,GRIA4
DIPG-XIII,356.31,GRIA4
DIPG-XIII,46.77,GRIA4
DIPG-XIII,136.98,GRIA4
DIPG-XIII,201.97,GRIA4
DIPG-XIII,14.85,GRIA4
DIPG-XIII,153.01,GRIA4
DIPG-XIII,186.13,GRIA4
DIPG-XIII,27.26,GRIA4
DIPG-XIII,97.03,GRIA4
DIPG-XIII,84.09,GRIA4
DIPG-XIII,132.06,GRIA4
DIPG-XIII,97.74,GRIA4
DIPG-XIII,62.71,GRIA4
DIPG-XIII,91.58,GRIA4
DIPG-XIII,128.24,GRIA4
DIPG-XIII,34.97,GRIA4
DIPG-XIII,23.27,GRIA4
DIPG-XIII,262.07,GRIA4
